market_slug,ticker,earnings_date,eps_type,accounting_basis,eps_target,actual_eps,consensus_mean,beat_prob_last,sigma,implied_eps_t,implied_eps_ecdf
el-quarterly-earnings-nongaap-eps-02-05-2026-0pt83,EL,2026-02-05,nongaap,Non-GAAP,0.83,0.89,0.83,0.7654215653201055,0.1622568110350771,0.96,0.77
etor-quarterly-earnings-gaap-eps-11-10-2025-0pt55,ETOR,2025-11-10,gaap,GAAP,0.55,0.53,0.55,0.7712381359744099,,,
etsy-quarterly-earnings-gaap-eps-10-29-2025-0pt52,ETSY,2025-10-29,gaap,GAAP,0.52,0.63,0.53,0.303207988673044,2.291970172739443,-0.76,0.49
evr-quarterly-earnings-nongaap-eps-10-29-2025-2pt93,EVR,2025-10-29,nongaap,Non-GAAP,2.93,3.48,3.09,0.949479698469501,0.5613592810529121,4.12,3.05
expe-quarterly-earnings-nongaap-eps-02-12-2026-3pt29,EXPE,2026-02-12,nongaap,Non-GAAP,3.29,15.86,3.26,0.8308700151710644,0.31928423738484835,3.64,3.2
expe-quarterly-earnings-nongaap-eps-11-06-2025-7pt03,EXPE,2025-11-06,nongaap,Non-GAAP,7.03,7.57,6.9,0.7182075178895867,0.29167619032070474,7.21,6.93
f-quarterly-earnings-nongaap-eps-02-04-2026-0pt18,F,2026-02-04,nongaap,Non-GAAP,0.18,1.09,0.14,0.7753928734448428,0.12823687835290193,0.29,0.18
f-quarterly-earnings-nongaap-eps-10-24-2025-0pt35,F,2025-10-24,nongaap,Non-GAAP,0.35,0.45,0.36,0.9536004418267515,0.12773967372130024,0.63,0.51
fast-quarterly-earnings-gaap-eps-2025-10-13-0pt30,FAST,2025-10-13,gaap,GAAP,0.3,0.29,0.3,0.8697360923556475,0.007195389938261602,0.31,0.31
fcn-quarterly-earnings-gaap-eps-10-23-2025-1pt87,FCN,2025-10-23,gaap,GAAP,1.87,2.6,1.87,0.7227436603130436,0.34305666993643885,2.09,1.88
fdx-quarterly-earnings-nongaap-eps-12-18-2025-4pt03,FDX,2025-12-18,nongaap,Non-GAAP,4.03,4.82,4.02,0.8850814903199778,0.5498670638243283,4.81,4.21
femy-quarterly-earnings-gaap-eps-11-11-2025-neg0pt12,FEMY,2025-11-11,gaap,GAAP,-0.12,-0.1,-0.12,0.9990000000000001,0.024802248187442907,0.06,-0.08
fig-quarterly-earnings-gaap-eps-11-05-2025-neg2pt08,FIG,2025-11-05,gaap,GAAP,-2.08,-2.72,-1.02,0.8441968722758343,,,
five-quarterly-earnings-nongaap-eps-12-03-2025-0pt24,FIVE,2025-12-03,nongaap,Non-GAAP,0.24,0.68,0.24,0.8727040308129955,0.1073510243278676,0.38,0.26
foxa-quarterly-earnings-nongaap-eps-02-03-2026-0pt51,FOXA,2026-02-03,nongaap,Non-GAAP,0.51,0.82,0.49,0.9639232186561919,0.13255930633859583,0.83,0.45
foxa-quarterly-earnings-nongaap-eps-10-30-2025-1pt1,FOXA,2025-10-30,nongaap,Non-GAAP,1.1,1.51,1.08,0.8299999469548882,0.1130433009018574,1.22,1.04
fro-quarterly-earnings-nongaap-eps-11-28-2025-0pt23,FRO,2025-11-28,nongaap,Non-GAAP,0.23,0.19,0.31,0.2784028952142735,0.07890827048868293,0.18,0.28
fsk-quarterly-earnings-gaap-eps-11-05-2025-0pt58,FSK,2025-11-05,gaap,GAAP,0.58,0.76,0.58,0.990791465607936,0.4638932912662331,2.36,1.88
ftdr-quarterly-earnings-nongaap-eps-11-05-2025-1pt51,FTDR,2025-11-05,nongaap,Non-GAAP,1.51,1.58,1.51,0.8692926477790023,0.08207073815073222,1.62,1.35
gap-quarterly-earnings-gaap-eps-11-20-2025-0pt58,GAP,2025-11-20,gaap,GAAP,0.58,0.62,0.58,0.9169305009335765,0.22132349832110218,0.95,0.57
gis-quarterly-earnings-nongaap-eps-12-17-2025-1pt02,GIS,2025-12-17,nongaap,Non-GAAP,1.02,1.1,1.02,0.9772793478375376,0.05224505196231938,1.17,1.02
gm-quarterly-earnings-nongaap-eps-10-21-2025-2pt31,GM,2025-10-21,nongaap,Non-GAAP,2.31,2.8,2.32,0.8497932039638688,0.18874987457350847,2.53,2.22
gme-quarterly-earnings-nongaap-eps-12-09-2025-0pt2,GME,2025-12-09,nongaap,Non-GAAP,0.2,0.24,0.2,0.9081679885023322,0.10512618680193414,0.37,0.23
googl-quarterly-earnings-gaap-eps-02-04-2026-2pt64,GOOGL,2026-02-04,gaap,GAAP,2.64,10.81,2.63,0.976319106196943,0.26245201581634053,3.38,2.61
googl-quarterly-earnings-gaap-eps-10-29-2025-2pt29,GOOGL,2025-10-29,gaap,GAAP,2.29,2.87,2.3,0.8068584853149806,0.2594341161182558,2.54,2.25
gpro-quarterly-earnings-nongaap-eps-11-06-2025-neg0pt04,GPRO,2025-11-06,nongaap,Non-GAAP,-0.04,-0.09,-0.04,0.39839204026865893,0.024293034292807374,-0.05,-0.06
grab-quarterly-earnings-gaap-eps-02-11-2026-0pt01,GRAB,2026-02-11,gaap,GAAP,0.01,0.06,0.02,0.02991314383150677,0.01676486224400925,-0.03,-0.02
grab-quarterly-earnings-gaap-eps-11-03-2025-0pt01,GRAB,2025-11-03,gaap,GAAP,0.01,0.01,0.01,0.04472257315465301,0.05884623002265131,-0.12,-0.02
grmn-quarterly-earnings-nongaap-eps-02-18-2026-2pt39,GRMN,2026-02-18,nongaap,Non-GAAP,2.39,8.56,2.39,0.8275143300482306,0.1964900336743147,2.6,2.37
grmn-quarterly-earnings-nongaap-eps-10-29-2025-1pt98,GRMN,2025-10-29,nongaap,Non-GAAP,1.98,1.99,1.96,0.9064418279142374,0.19133304297306652,2.28,2.02
gs-quarterly-earnings-gaap-eps-01-15-2026-11pt49,GS,2026-01-15,gaap,GAAP,11.49,51.32,11.48,0.8940185540782444,2.5263802108346574,15.24,12.9
gs-quarterly-earnings-gaap-eps-2025-10-14-10pt47,GS,2025-10-14,gaap,GAAP,10.47,12.25,10.24,0.9479125287438026,2.5703593664558406,15.86,14.7
h-quarterly-earnings-nongaap-eps-02-12-2026-0pt39,H,2026-02-12,nongaap,Non-GAAP,0.39,2.19,0.45,0.22005909112543717,0.7424789559307388,-0.25,0.19
h-quarterly-earnings-nongaap-eps-11-06-2025-0pt49,H,2025-11-06,nongaap,Non-GAAP,0.49,-0.3,0.54,0.7906976398485502,0.6849612906558806,1.11,0.78
hal-quarterly-earnings-gaap-eps-10-21-2025-0pt49,HAL,2025-10-21,gaap,GAAP,0.49,0.02,0.49,0.4347147335241485,0.11306675421666133,0.47,0.49
hal-quarterly-earnings-nongaap-eps-01-21-2026-0pt54,HAL,2026-01-21,nongaap,Non-GAAP,0.54,2.42,0.54,0.9222457437955862,0.02968266507678522,0.59,0.54
has-quarterly-earnings-nongaap-eps-10-23-2025-1pt63,HAS,2025-10-23,nongaap,Non-GAAP,1.63,1.68,1.63,0.788351531531845,0.283446323281531,1.88,1.73
hd-quarterly-earnings-nongaap-eps-11-18-2025-3pt85,HD,2025-11-18,nongaap,Non-GAAP,3.85,3.74,3.86,0.2655848191872279,0.07414155175722784,3.8,3.8
hele-quarterly-earnings-nongaap-eps-2025-10-09-0pt52,HELE,2025-10-09,nongaap,Non-GAAP,0.52,0.59,0.53,0.998837859222882,0.2801947374757259,2.45,1.13
hesm-quarterly-earnings-gaap-eps-11-03-2025-0pt69,HESM,2025-11-03,gaap,GAAP,0.69,0.75,0.6,0.7291614251037247,0.06562058065927646,0.73,0.73
hnge-quarterly-earnings-gaap-eps-11-04-2025-neg0pt21,HNGE,2025-11-04,gaap,GAAP,-0.21,-0.02,-0.15,0.7855654226251267,,,
hpq-quarterly-earnings-nongaap-eps-11-25-2025-0pt92,HPQ,2025-11-25,nongaap,Non-GAAP,0.92,3.12,0.92,0.9443075570613564,0.031430539096216424,0.98,0.97
hubs-quarterly-earnings-nongaap-eps-02-11-2026-2pt99,HUBS,2026-02-11,nongaap,Non-GAAP,2.99,9.7,2.99,0.8516053191974784,0.12101527577003238,3.14,2.91
hubs-quarterly-earnings-nongaap-eps-11-05-2025-2pt59,HUBS,2025-11-05,nongaap,Non-GAAP,2.59,2.66,2.58,0.868366012709072,0.11378808053890042,2.74,2.52
hum-quarterly-earnings-nongaap-eps-02-11-2026-neg3pt99,HUM,2026-02-11,nongaap,Non-GAAP,-3.99,17.14,-4.01,0.46434234737778,0.8552547024486952,-4.07,-4.4
hum-quarterly-earnings-nongaap-eps-11-05-2025-2pt92,HUM,2025-11-05,nongaap,Non-GAAP,2.92,3.24,2.82,0.8442411342786751,0.857913254073599,3.91,2.86
icui-quarterly-earnings-nongaap-eps-11-06-2025-1pt43,ICUI,2025-11-06,nongaap,Non-GAAP,1.43,2.03,1.43,0.9033964231568695,0.18421619380664137,1.72,1.29
ihrt-quarterly-earnings-gaap-eps-11-10-2025-neg0pt01,IHRT,2025-11-10,gaap,GAAP,-0.01,-0.43,0.0,0.0010000000000000009,2.2907305847136246,-16.44,-0.46
imax-quarterly-earnings-nongaap-eps-10-23-2025-0pt39,IMAX,2025-10-23,nongaap,Non-GAAP,0.39,0.47,0.35,0.837890669437973,0.08488851869399422,0.49,0.41
intc-quarterly-earnings-nongaap-eps-10-23-2025-0,INTC,2025-10-23,nongaap,Non-GAAP,0.0,0.23,0.01,0.5591300909480704,0.10977939310961392,0.02,-0.09
intu-quarterly-earnings-nongaap-eps-11-20-2025-3pt09,INTU,2025-11-20,nongaap,Non-GAAP,3.09,3.34,3.09,0.924352347418469,0.24297867470960574,3.52,2.95
iot-quarterly-earnings-nongaap-eps-12-04-2025-0pt12,IOT,2025-12-04,nongaap,Non-GAAP,0.12,0.15,0.12,0.9179432019069722,0.011547005383792512,0.14,0.1
ivz-quarterly-earnings-nongaap-eps-10-28-2025-0pt44,IVZ,2025-10-28,nongaap,Non-GAAP,0.44,0.61,0.46,0.6741337450093897,0.05429297627435129,0.47,0.44
jef-quarterly-earnings-gaap-eps-2025-09-29-0pt8,JEF,2025-09-29,gaap,GAAP,0.8,1.01,0.86,0.5879434731690318,0.16985020138077822,0.84,0.9
jnj-quarterly-earnings-nongaap-eps-01-21-2026-2pt51,JNJ,2026-01-21,nongaap,Non-GAAP,2.51,10.79,2.44,0.5369153336671552,0.06542981435141476,2.52,2.42
jnj-quarterly-earnings-nongaap-eps-2025-10-14-2pt75,JNJ,2025-10-14,nongaap,Non-GAAP,2.75,2.8,2.75,0.9446034471836963,0.06526867548832281,2.88,2.72
jpm-quarterly-earnings-gaap-eps-01-13-2026-4pt94,JPM,2026-01-13,gaap,GAAP,4.94,20.02,4.93,0.4551949607413577,0.4466440518924538,4.89,4.37
jpm-quarterly-earnings-gaap-eps-2025-10-14-4pt72,JPM,2025-10-14,gaap,GAAP,4.72,5.07,4.7,0.9500102357649594,0.46581697537279,5.71,4.87
kbh-quarterly-earnings-gaap-eps-12-18-2025-1pt79,KBH,2025-12-18,gaap,GAAP,1.79,6.15,1.78,0.5,0.27822353123582716,1.79,1.64
key-quarterly-earnings-gaap-eps-01-20-2026-0pt39,KEY,2026-01-20,gaap,GAAP,0.39,1.52,0.38,0.7970290506014169,0.24324043473672113,0.62,0.55
key-quarterly-earnings-gaap-eps-2025-10-16-0pt38,KEY,2025-10-16,gaap,GAAP,0.38,0.41,0.38,0.6999733162999031,0.24788927146831286,0.52,0.54
kfy-quarterly-earnings-nongaap-eps-12-04-2025-1pt31,KFY,2025-12-04,nongaap,Non-GAAP,1.31,1.33,1.31,0.9690430904575302,0.038876260575878924,1.41,1.31
khc-quarterly-earnings-nongaap-eps-02-11-2026-0pt61,KHC,2026-02-11,nongaap,Non-GAAP,0.61,2.6,0.61,0.7847556796116313,0.02587850400809462,0.63,0.6
khc-quarterly-earnings-nongaap-eps-10-29-2025-0pt58,KHC,2025-10-29,nongaap,Non-GAAP,0.58,0.61,0.58,0.8810022450288647,0.02724746304565329,0.62,0.57
kkr-quarterly-earnings-nongaap-eps-02-05-2026-1pt14,KKR,2026-02-05,nongaap,Non-GAAP,1.14,5.05,1.23,0.8137633904625265,0.05262791055796313,1.19,1.13
kkr-quarterly-earnings-nongaap-eps-11-07-2025-1pt29,KKR,2025-11-07,nongaap,Non-GAAP,1.29,1.41,1.28,0.9259994307343762,0.04764133677487407,1.38,1.28
kmi-quarterly-earnings-gaap-eps-01-21-2026-0pt36,KMI,2026-01-21,gaap,GAAP,0.36,1.37,0.37,0.6002092651451727,0.025524794837866013,0.37,0.38
kmi-quarterly-earnings-nongaap-eps-2025-10-15-0pt3,KMI,2025-10-15,nongaap,Non-GAAP,0.3,0.29,0.29,0.0010000000000000007,0.010269106361049411,0.23,0.29
kmx-quarterly-earnings-gaap-eps-12-18-2025-0pt33,KMX,2025-12-18,gaap,GAAP,0.33,0.43,0.44,0.8085058255793293,0.31151025081630357,0.63,0.41
ko-quarterly-earnings-nongaap-eps-02-10-2026-0pt56,KO,2026-02-10,nongaap,Non-GAAP,0.56,3.0,0.56,0.8824608587798825,0.01880924981991252,0.59,0.55
ko-quarterly-earnings-nongaap-eps-10-21-2025-0pt78,KO,2025-10-21,nongaap,Non-GAAP,0.78,0.82,0.78,0.7296599186688708,0.019540168418367896,0.79,0.76
kr-quarterly-earnings-nongaap-eps-12-04-2025-1pt03,KR,2025-12-04,nongaap,Non-GAAP,1.03,1.05,1.03,0.9521854580610182,0.054494926091306656,1.15,1.02
kss-quarterly-earnings-gaap-eps-11-25-2025-neg0pt21,KSS,2025-11-25,gaap,GAAP,-0.21,0.0696,-0.12,0.6812329691232474,0.5304971938919872,0.06,-0.37
len-quarterly-earnings-gaap-eps-12-16-2025-2pt22,LEN,2025-12-16,gaap,GAAP,2.22,7.98,2.22,0.8213245452327171,0.3437229328186506,2.58,2.36
lh-quarterly-earnings-nongaap-eps-02-17-2026-3pt94,LH,2026-02-17,nongaap,Non-GAAP,3.94,16.44,3.93,0.8558427230228672,0.11858700935548888,4.09,3.92
lh-quarterly-earnings-nongaap-eps-10-28-2025-4pt14,LH,2025-10-28,nongaap,Non-GAAP,4.14,4.18,4.13,0.8399999972903212,0.12018609307942824,4.28,4.13
lulu-quarterly-earnings-gaap-eps-12-11-2025-2pt21,LULU,2025-12-11,gaap,GAAP,2.21,2.59,2.25,0.9475532874627187,0.6735590680718491,3.62,2.34
lyft-quarterly-earnings-gaap-eps-02-10-2026-0pt12,LYFT,2026-02-10,gaap,GAAP,0.12,6.81,0.12,0.8020869035107853,0.3587167088343804,0.46,0.09
lyft-quarterly-earnings-gaap-eps-11-05-2025-0pt07,LYFT,2025-11-05,gaap,GAAP,0.07,0.11,0.07,0.7841939792361993,0.40570396534912,0.42,0.05
lzb-quarterly-earnings-nongaap-eps-02-17-2026-0pt59,LZB,2026-02-17,nongaap,Non-GAAP,0.59,0.61,0.65,0.7633775856757332,0.1232759899452026,0.69,0.61
lzb-quarterly-earnings-nongaap-eps-11-18-2025-0pt54,LZB,2025-11-18,nongaap,Non-GAAP,0.54,0.71,0.61,0.5200000051078124,0.12792042981336627,0.55,0.47
m-quarterly-earnings-nongaap-eps-12-03-2025-neg0pt15,M,2025-12-03,nongaap,Non-GAAP,-0.15,0.09,-0.16,0.9406143485606092,0.1301834370138048,0.11,-0.19
ma-quarterly-earnings-nongaap-eps-01-29-2026-4pt24,MA,2026-01-29,nongaap,Non-GAAP,4.24,17.01,4.25,0.9403808727989589,0.0418782506653261,4.32,4.18
ma-quarterly-earnings-nongaap-eps-10-30-2025-4pt31,MA,2025-10-30,nongaap,Non-GAAP,4.31,4.38,4.32,0.9399999932215245,0.039418116124288353,4.39,4.25
mat-quarterly-earnings-nongaap-eps-10-21-2025-1pt07,MAT,2025-10-21,nongaap,Non-GAAP,1.07,0.89,1.07,0.27924387228598113,0.09771247245222725,1.01,0.95
mcd-quarterly-earnings-nongaap-eps-02-11-2026-3pt04,MCD,2026-02-11,nongaap,Non-GAAP,3.04,12.2,3.04,0.581447646082252,0.1580252185474511,3.07,3.02
mcd-quarterly-earnings-nongaap-eps-11-05-2025-3pt33,MCD,2025-11-05,nongaap,Non-GAAP,3.33,3.22,3.35,0.782833782820974,0.1436430761761016,3.45,3.36
mco-quarterly-earnings-nongaap-eps-02-18-2026-3pt44,MCO,2026-02-18,nongaap,Non-GAAP,3.44,14.94,3.4,0.8153292814501781,0.2060597147930815,3.65,3.32
mco-quarterly-earnings-nongaap-eps-10-22-2025-3pt52,MCO,2025-10-22,nongaap,Non-GAAP,3.52,3.92,3.66,0.8032749815988609,0.24574407727380032,3.75,3.39
mdb-quarterly-earnings-nongaap-eps-12-01-2025-0pt79,MDB,2025-12-01,nongaap,Non-GAAP,0.79,1.32,0.8,0.9404271155058387,0.13507293203931336,1.06,0.61
met-quarterly-earnings-nongaap-eps-02-04-2026-2pt35,MET,2026-02-04,nongaap,Non-GAAP,2.35,8.89,2.35,0.6050490379719528,0.1469590749051235,2.39,2.38
met-quarterly-earnings-nongaap-eps-11-05-2025-2pt32,MET,2025-11-05,nongaap,Non-GAAP,2.32,2.37,2.32,0.279999843199931,0.14568542282686495,2.23,2.3
meta-quarterly-earnings-gaap-eps-01-28-2026-8pt19,META,2026-01-28,gaap,GAAP,8.19,23.49,8.13,0.901961349626666,1.8530783152431098,11.06,8.09
meta-quarterly-earnings-gaap-eps-10-29-2025-6pt72,META,2025-10-29,gaap,GAAP,6.72,1.05,6.61,0.9158507899898005,0.5818934610390462,7.7,7.58
mgm-quarterly-earnings-nongaap-eps-02-11-2026-0pt56,MGM,2026-02-11,nongaap,Non-GAAP,0.56,2.32,0.56,0.9984132904343291,0.21431179494966066,1.92,0.72
mmm-quarterly-earnings-nongaap-eps-01-20-2026-1pt81,MMM,2026-01-20,nongaap,Non-GAAP,1.81,8.06,1.8,0.8856749820611468,0.1585994573722996,2.04,1.77
mmm-quarterly-earnings-nongaap-eps-10-21-2025-2pt07,MMM,2025-10-21,nongaap,Non-GAAP,2.07,2.19,2.07,0.8154140346563866,0.15996211672730137,2.23,1.99
moga-quarterly-earnings-nongaap-eps-01-23-2026-2pt19,MOG.A,2026-01-23,nongaap,Non-GAAP,2.19,2.63,2.21,0.4911158900682614,0.1894069692487581,2.19,2.0
mrna-quarterly-earnings-gaap-eps-02-13-2026-neg2pt6,MRNA,2026-02-13,gaap,GAAP,-2.6,-7.26,-2.67,0.7737402467918744,2.586325344553308,-0.45,-2.85
mrna-quarterly-earnings-gaap-eps-11-06-2025-neg2pt18,MRNA,2025-11-06,gaap,GAAP,-2.18,-0.51,-1.97,0.6536023430926957,2.591066236595321,-1.08,-2.57
mrx-quarterly-earnings-nongaap-eps-11-06-2025-0pt94,MRX,2025-11-06,nongaap,Non-GAAP,0.94,0.96,0.93,0.9444253341575447,0.12259690045021529,1.19,0.92
ms-quarterly-earnings-gaap-eps-01-15-2026-2pt42,MS,2026-01-15,gaap,GAAP,2.42,10.21,-0.01,0.8210574464534676,0.11513825681248689,2.54,2.44
ms-quarterly-earnings-gaap-eps-2025-10-15-2pt06,MS,2025-10-15,gaap,GAAP,2.06,2.8,2.03,0.8934078590810529,0.11513825681248689,2.23,2.13
msci-quarterly-earnings-nongaap-eps-10-28-2025-4pt37,MSCI,2025-10-28,nongaap,Non-GAAP,4.37,4.47,4.38,0.8559314279584742,0.09394953513198002,4.48,4.29
msft-quarterly-earnings-gaap-eps-01-28-2026-3pt85,MSFT,2026-01-28,gaap,GAAP,3.85,5.16,3.7,0.9288018622326434,0.1163165742899327,4.06,3.8
msft-quarterly-earnings-gaap-eps-10-29-2025-3pt66,MSFT,2025-10-29,gaap,GAAP,3.66,3.72,3.66,0.9359857529648816,0.1170728858705575,3.88,3.66
mstr-quarterly-earnings-gaap-eps-10-30-2025-9pt67,MSTR,2025-10-30,gaap,GAAP,9.67,8.42,10.57,0.0010000000000000009,9.581843487128047,-59.06,-16.81
mtb-quarterly-earnings-gaap-eps-01-16-2026-4pt5,MTB,2026-01-16,gaap,GAAP,4.5,17.0,4.5,0.7194909545233112,0.33977153643249297,4.72,4.54
mtn-quarterly-earnings-gaap-eps-12-10-2025-neg5pt24,MTN,2025-12-10,gaap,GAAP,-5.24,-5.2,-5.22,0.828082569389922,0.4433028583738483,-4.76,-4.67
ndaq-quarterly-earnings-nongaap-eps-10-21-2025-0pt83,NDAQ,2025-10-21,nongaap,Non-GAAP,0.83,0.88,0.85,0.9154604987762535,0.024196167991120923,0.87,0.84
neog-quarterly-earnings-nongaap-eps-2025-10-09-0pt04,NEOG,2025-10-09,nongaap,Non-GAAP,0.04,0.04,0.04,0.018839552601580885,0.07955558377066257,-0.2,-0.13
net-quarterly-earnings-nongaap-eps-02-11-2026-0pt27,NET,2026-02-11,nongaap,Non-GAAP,0.27,0.93,0.27,0.9004433867861891,0.01850470865548124,0.3,0.26
nflx-quarterly-earnings-gaap-eps-01-20-2026-0pt55,NFLX,2026-01-20,gaap,GAAP,0.55,2.53,0.55,0.9771483980061341,0.1939996600668687,1.11,1.03
nflx-quarterly-earnings-nongaap-eps-10-21-2025-6pt95,NFLX,2025-10-21,nongaap,Non-GAAP,6.95,0.587,6.97,0.04456700915936423,0.035805789272889195,6.87,6.87
nke-quarterly-earnings-gaap-eps-12-18-2025-0pt37,NKE,2025-12-18,gaap,GAAP,0.37,0.53,0.37,0.8981437504695954,0.08726483550177307,0.5,0.34
nke-quarterly-earnings-gaap-eps-2025-09-30-0pt27,NKE,2025-09-30,gaap,GAAP,0.27,0.49,0.27,0.8146905256969097,0.08869764781138632,0.36,0.22
nmax-quarterly-earnings-gaap-eps-11-13-2025-neg0pt07,NMAX,2025-11-13,gaap,GAAP,-0.07,-0.03,-0.07,0.29557520041404867,,,
nvda-quarterly-earnings-nongaap-eps-11-19-2025-1pt25,NVDA,2025-11-19,nongaap,Non-GAAP,1.25,1.3,1.24,0.9482364280349463,0.15843631356019827,1.58,1.46
nwsa-quarterly-earnings-nongaap-eps-02-05-2026-0pt37,NWSA,2026-02-05,nongaap,Non-GAAP,0.37,0.4,0.34,0.7061962803295614,0.04295875400258422,0.4,0.34
nwsa-quarterly-earnings-nongaap-eps-11-06-2025-0pt19,NWSA,2025-11-06,nongaap,Non-GAAP,0.19,0.22,0.19,0.9749053655544675,0.04572645941803379,0.32,0.26
oklo-quarterly-earnings-gaap-eps-11-11-2025-neg0pt12,OKLO,2025-11-11,gaap,GAAP,-0.12,-0.2,-0.12,0.2708206942305663,,,-0.12
okta-quarterly-earnings-nongaap-eps-12-02-2025-0pt76,OKTA,2025-12-02,nongaap,Non-GAAP,0.76,0.82,0.76,0.9531102746173165,0.08384017081581026,0.94,0.8
omc-quarterly-earnings-nongaap-eps-2025-10-21-2pt17,OMC,2025-10-21,nongaap,Non-GAAP,2.17,2.24,2.16,0.75,0.05337687616459875,2.21,2.14
on-quarterly-earnings-nongaap-eps-02-10-2026-0pt62,ON,2026-02-10,nongaap,Non-GAAP,0.62,2.35,0.62,0.7828732036141939,0.03776923551668939,0.65,0.6
orcl-quarterly-earnings-nongaap-eps-12-08-2025-1pt64,ORCL,2025-12-08,nongaap,Non-GAAP,1.64,2.26,1.64,0.7616466256268327,0.03654594451654053,1.67,1.65
os-quarterly-earnings-gaap-eps-11-06-2025-neg0pt14,OS,2025-11-06,gaap,GAAP,-0.14,-0.05,-0.14,0.7099999777533296,0.040824829046386284,-0.12,-0.21
otis-quarterly-earnings-nongaap-eps-10-29-2025-1,OTIS,2025-10-29,nongaap,Non-GAAP,1.0,1.05,1.0,0.7629379306592404,0.027010099121355588,1.02,0.99
otly-quarterly-earnings-gaap-eps-10-29-2025-neg0pt87,OTLY,2025-10-29,gaap,GAAP,-0.87,-2.15,-0.69,0.537724401061601,16.90466127218386,0.83,-0.49
payx-quarterly-earnings-nongaap-eps-12-18-2025-1pt23,PAYX,2025-12-18,nongaap,Non-GAAP,1.23,1.26,1.23,0.611,0.014974726182552548,1.23,1.22
pcg-quarterly-earnings-nongaap-eps-10-23-2025-0pt41,PCG,2025-10-23,nongaap,Non-GAAP,0.41,0.5,0.41,0.76542055287885,0.0492596706395318,0.45,0.44
pd-quarterly-earnings-nongaap-eps-11-25-2025-0pt25,PD,2025-11-25,nongaap,Non-GAAP,0.25,0.33,0.25,0.9476524973722252,0.027784342658585547,0.31,0.22
pep-quarterly-earnings-nongaap-eps-02-03-2026-2pt24,PEP,2026-02-03,nongaap,Non-GAAP,2.24,8.14,2.24,0.8650753096974814,0.04795831523312716,2.3,2.23
pep-quarterly-earnings-nongaap-eps-2025-10-09-2pt26,PEP,2025-10-09,nongaap,Non-GAAP,2.26,2.29,2.26,0.9125490103537055,0.048952667305915354,2.34,2.25
pfe-quarterly-earnings-gaap-eps-11-04-2025-0pt64,PFE,2025-11-04,gaap,GAAP,0.64,0.62,0.53,0.2659346200476559,0.20108041509140898,0.5,0.54
pfe-quarterly-earnings-nongaap-eps-02-03-2026-0pt57,PFE,2026-02-03,nongaap,Non-GAAP,0.57,3.22,0.56,0.9144776251205784,0.10422513510607118,0.74,0.47
pg-quarterly-earnings-nongaap-eps-01-22-2026-1pt87,PG,2026-01-22,nongaap,Non-GAAP,1.87,1.88,1.86,0.9466527419332138,0.04472135954999586,1.96,1.85
phm-quarterly-earnings-gaap-eps-10-21-2025-3pt03,PHM,2025-10-21,gaap,GAAP,3.03,2.96,2.9,0.395893913602529,0.4051225029842732,2.92,2.47
pins-quarterly-earnings-nongaap-eps-02-12-2026-0pt68,PINS,2026-02-12,nongaap,Non-GAAP,0.68,1.6,0.7,0.3092129250543688,0.05501377238033355,0.65,0.62
pins-quarterly-earnings-nongaap-eps-11-04-2025-0pt42,PINS,2025-11-04,nongaap,Non-GAAP,0.42,0.38,0.43,0.40412142332677436,0.05101247619232698,0.41,0.38
pjt-quarterly-earnings-nongaap-eps-11-04-2025-1pt4,PJT,2025-11-04,nongaap,Non-GAAP,1.4,1.85,1.4,0.9385683790903224,0.2811812205462498,1.95,1.52
plby-quarterly-earnings-gaap-eps-11-12-2025-neg0pt02,PLBY,2025-11-12,gaap,GAAP,-0.02,0.0,-0.02,0.7481922579365224,1.5877533202801393,1.15,0.18
pxlw-quarterly-earnings-nongaap-eps-11-11-2025-neg0pt86,PXLW,2025-11-11,nongaap,Non-GAAP,-0.86,-0.69,-0.8,0.8898643013952949,0.06954776406964822,-0.76,-0.88
pypl-quarterly-earnings-nongaap-eps-02-03-2026-1pt29,PYPL,2026-02-03,nongaap,Non-GAAP,1.29,5.31,1.28,0.9080936799835492,0.06126816366423823,1.39,1.29
pypl-quarterly-earnings-nongaap-eps-10-28-2025-1pt21,PYPL,2025-10-28,nongaap,Non-GAAP,1.21,1.34,1.2,0.7973397454391644,0.06067174470921871,1.27,1.14
qcom-quarterly-earnings-nongaap-eps-02-04-2026-3pt39,QCOM,2026-02-04,nongaap,Non-GAAP,3.39,3.5,3.41,0.9122304501604541,0.14182789399533333,3.62,3.35
qcom-quarterly-earnings-nongaap-eps-11-05-2025-2pt86,QCOM,2025-11-05,nongaap,Non-GAAP,2.86,12.03,2.86,0.93736695888095,0.14850772860206787,3.15,2.85
rblx-quarterly-earnings-gaap-eps-02-05-2026-neg0pt47,RBLX,2026-02-05,gaap,GAAP,-0.47,-1.54,-0.45,0.682385594578551,0.05976595767633693,-0.44,-0.47
rblx-quarterly-earnings-gaap-eps-10-30-2025-neg0pt51,RBLX,2025-10-30,gaap,GAAP,-0.51,-0.37,-0.51,0.9989246345510462,0.09179605193860546,0.14,-0.46
rbrk-quarterly-earnings-nongaap-eps-12-04-2025-neg0pt17,RBRK,2025-12-04,nongaap,Non-GAAP,-0.17,0.1,-0.17,0.9262547114024963,0.0792464510246358,-0.03,-0.29
